Iteration;Result Matrix;Event 0;Event 1;Event 2;Event 3;Execution Time
0;500500 500500 500500 500500 500500 500500 500500 500500 500500 500500 ;125688516;261566143;7193010;261566143;0.471491
1;500500 500500 500500 500500 500500 500500 500500 500500 500500 500500 ;125688172;261574107;7199498;261574107;0.474346
2;500500 500500 500500 500500 500500 500500 500500 500500 500500 500500 ;125686692;261546797;7195413;261546797;0.471618
Average;;125687793;261562349;7195974;261562349;0.472485
