Iteration;Result Matrix;Event 0;Event 1;Event 2;Event 3;Execution Time
0;180300 180300 180300 180300 180300 180300 180300 180300 180300 180300 ;27101219;56569749;1139013;56569749;0.110913
1;180300 180300 180300 180300 180300 180300 180300 180300 180300 180300 ;27098257;57030204;1135795;57030204;0.098803
2;180300 180300 180300 180300 180300 180300 180300 180300 180300 180300 ;27098511;56929574;1136548;56929574;0.098253
Average;;27099329;56843176;1137119;56843176;0.102656
